ss_username,cf_username,cf_rating,cc_username,cc_rating
deepcoder_B,deepcoder_b,1188.1038325167156,deepcoder_123,1468.0
aditya76,aditya76,1188.1038325167156,aditya76,1468.0
shivangsrivastava__,shivang9369,775.0,shivang_2123,1467.0
ayushvaish2511,ayushvaish2511,921.0,ayushvaish2511,1467.0
ajaydangi2312,ajaydangi,1019.0,ajay23122,1467.0
TerminalWarlord,terminalwarlord,1080.0,jaybeeop,1467.0
rusrushal13,first_ranger,1156.0,rusrushal13,1467.0
sankranthi,sankranthi,1402.0,sankranthi,1467.0
chick_magnet,chick_magnet,1752.0,rohitpal210,1467.0
vicrant,_s1mple_,1187.2722704611367,vicrant,1467.0
vedant,,1187.2722704611367,vedant_2406,1467.0
Pallavi_kapoor,paku11,919.0,paku11,1466.0
manoj_mi5,amanoj271,1100.0,amanoj03,1466.0
soul_mortal,adarsh__786,1136.0,adarsh__786,1466.0
vatsalkesarwani1201,vk_boss,1173.0,vk_boss,1466.0
syntaxhacker,syntax_hacker,1194.0,syntaxhacker,1466.0
rt_roxxxx,rt_roxxxx,1342.0,illogical_at_p,1466.0
mo11,hasanxack,1409.0,mo11,1466.0
sjteckers,sjteckers,1186.4407084055576,sjteckers,1466.0
gtgstg,gtgstg,1186.4407084055576,gtgstg,1466.0
PrasanthGuvvala,rowingpy,1186.4407084055576,cs_1,1466.0
pk_97,pk.97,1186.4407084055576,palash_240997,1466.0
TRILOK,trilok363,809.0,ttrilok363,1465.0
vs_coder,vs_codee,878.0,vs_code,1465.0
vs_code,vs_codee,878.0,vs_code,1465.0
9643kavinder,9643kavinder,963.0,kavinder_p,1465.0
maycod23,maycod23,1236.0,maycod23,1465.0
VASUGARG25,vasugarg25,1185.6091463499788,vasugarg25,1465.0
Shivam0704,shivam6,902.0,shivam07042004,1464.0
theshivamchand,theshivamchand,954.0,theshivamchand,1464.0
Lu_Mahed,lu_mahed,1000.0,lu_mahed,1464.0
PuBi,arch_7,1057.0,pubi_17,1464.0
walissonpj,walissonpj,1135.0,walissonpj,1464.0
pranav_63,pranav_63,1308.0,pranav_63,1464.0
hail,raden,1184.7775842944,aeonsshubham,1464.0
ankit_bws,thegoodgaba,1184.7775842944,ankit_bws,1464.0
ssonje,ssonje,1184.7775842944,ssonje,1464.0
Tanjila_Joti,tanjila_joti,1184.7775842944,tanjilajoti,1464.0
hackingwave,system319,1184.7775842944,agent786,1464.0
9xzer0,labibalfaisal,990.0,faisalzer0,1463.0
aris12345678,aris12345,999.0,aris12345678,1463.0
aksingh007,aksingh007,1504.0,aksingh007,1463.0
h2010030494,h2010030494,817.0,h2010030494,1462.0
pks121123,pks667553,941.0,pks_12345,1462.0
Returaj,returaj0808,943.0,returaj0808,1462.0
TAJBIN,tajbin_mu,1183.114460183242,tajbin_mu,1462.0
Tajbin_Jahan,tajbin_mu,1183.114460183242,tajbin_mu,1462.0
Nikhil_Kumar,roman_kruger,1183.114460183242,lm10god,1462.0
kamboj11,kamboj1110,1183.114460183242,kamboj11,1462.0
snayan06,snayan06,1183.114460183242,snayan06,1462.0
farhan61,farhan61,1183.114460183242,farhan61,1462.0
ketanmehta,,1183.114460183242,ketanmehta,1462.0
sauravkumar405,,1183.114460183242,saurav2710,1462.0
PixelMan360,mridul360,857.0,mrichigo360,1461.0
Compass,man_in_danger,1042.0,compus1,1461.0
sandilya1599,sandilya1599,1182.282898127663,sandilya1599,1461.0
AlamRishad,alamrishad,1182.282898127663,alam_rishad,1461.0
AnkitAti,ankitati,1182.282898127663,ankitati,1461.0
DarkLord,dark_lord_,1182.282898127663,abhilash184,1461.0
sunnykr73529,sunny_kumar,758.0,sunnykr73529,1460.0
prajakta0407,prajakta04,1127.0,prajakta0407,1460.0
Rasel_brur,rasel,1243.0,rasel33,1460.0
eblabrada,eblabrada_,1518.0,eblabrada,1460.0
Subarna578,subarna578,1181.4513360720841,subarna578,1460.0
rohitnarayan,la_spectator,1181.4513360720841,i_napster_008,1460.0
amanmadan30,amanma123,1181.4513360720841,amanmadan105,1460.0
g_paras,g_paras,619.0,g_paras,1459.0
himanshu3198,himansh3198,846.0,himanshu3198,1459.0
Karib_Arian,wecther115,982.0,arian_13,1459.0
ChowdhuryAsif,chowdhuryasif,1059.0,chowdhuryasif,1459.0
Mahima,mahi1704,1324.0,mahi1704,1459.0
kirin,sifat_shishir,1180.6197740165053,kirin_29,1459.0
anmol_nit,anmol,1180.6197740165053,magicalanmol,1459.0
gromperen,gromperen,1180.6197740165053,gromperen,1459.0
Akki2200,akki2200,1180.6197740165053,akki2200,1459.0
snowpanther,shailesh6,1180.6197740165053,snowpanther,1459.0
Logan_47,ashish.singh,913.0,logankratos61,1458.0
3rr0r404,moshiurtonmoy,986.0,ex_plorer,1458.0
vishal_burman,vishal.a.burman23,1105.0,vishal_burman,1458.0
dushman,prashant12345,1195.0,prashantkartik,1458.0
Kandarp_patel,kandarp848,1311.0,kpatel848,1458.0
Ruler,giantslayer,1317.0,sajol001,1458.0
mohaimen_040,mohaimen.,1328.0,mohaimen_040,1458.0
Vlaine,vlaine,1362.0,rza_2003,1458.0
Zero_639,i_hate_myself,1456.0,zero_639,1458.0
Showstopper728,showstopper728,1179.7882119609262,showstopper728,1458.0
Stalker_1999,rising_monk,1179.7882119609262,v_i_v_e_k_19,1458.0
JavaKurious,javakurious,1179.7882119609262,jay_17,1458.0
shubhipathak,shubhrangi1,1179.7882119609262,shubhrangi123,1458.0
byte_dock,byte_dock,685.0,dead_lucifer,1457.0
kushkumar27,kushkumar27,899.0,kushkumar_619,1457.0
piyush1_20,piyush1_20,1021.0,piyush1_20,1457.0
Masterpiece_08,forbidden_bruteforce,1096.0,masterchef_08,1457.0
shishir_hstu,shishir.hstu,1197.0,shishir_hstu,1457.0
shiningflash,shining_flash,1336.0,shiningflash_,1457.0
TheLethargicOwl,ankesh,1888.0,lethargic_owl,1457.0
mohitcrew,sanket17,1991.0,sanket_17,1457.0
TLO,ankesh,1178.9566499053474,lethargic_owl,1457.0
nkbyahut,byahut25,1178.9566499053474,nkb25,1457.0
aryan1113,aryan1113,840.0,aryan1113,1456.0
isha_jindal_07,jindal.isha.2017500,850.0,isha098,1456.0
HRHabib,hrhabib,1061.0,hrhabib,1456.0
tiri,e.tirin,1159.0,tiri,1456.0
vaibhavverma9999,i_am_don,1285.0,vaibhavverma99,1456.0
aysh_agl,ayagrwl1080,1178.1250878497683,ayagrwl1080,1456.0
amanmanitjain,,1178.1250878497683,aman_jain1234,1456.0
Mo7amed_Alaa,mo3amed_alaa,1178.1250878497683,mohamed3laa,1456.0
ritinema23,ritinema23,1178.1250878497683,ritinema23,1456.0
Rishi_2402,20r21a6704,1178.1250878497683,rishikesh_2402,1456.0
Vikas123,vikas257429,1178.1250878497683,john_wickoo7,1456.0
9Name,,1178.1250878497683,patel1234praka,1456.0
anchal_vatre,anchal_vatre,989.0,anchal_vatre,1455.0
Shahed_955,shahed_955,1394.0,shahed_955,1455.0
Parag_AP,parag_ap,1417.0,parag_ap,1455.0
aparikhdev,arpan.parikh,1491.0,washerman,1455.0
alizainaldeen,ali.zine,1643.0,alizainaldeen,1455.0
calmachint,calmachint,1695.0,calmachint,1455.0
krishnaanaril,krishnaanaril,1177.2935257941895,krishnaanaril,1455.0
tadashi,pursuit_of_accepted,1177.2935257941895,niketan21,1455.0
excursionist,explorer,1177.2935257941895,psychofalcon,1455.0
amar1808,,1177.2935257941895,amar1808,1455.0
Hritik,hritik8,1177.2935257941895,hritik88,1455.0
aminhossain,tripplet,896.0,aminhossain80,1454.0
mehedisam,mehedisam007,939.0,mehedisam,1454.0
jagrit_07,jagrit_07,1178.0,jagrit_07,1454.0
rbiswas876,rahulbiswas876,1214.0,rbiswas876,1454.0
vikeshkr_123,vikeshkr123,1284.0,vikeshkr123,1454.0
michaellin250,michaellin250,1176.4619637386106,michael_123,1454.0
RHN,_raihan,1176.4619637386106,rhn_333,1454.0
nikhilraj_767,nikhil_raj767,1176.4619637386106,nikhil767,1454.0
manuj777,manuj777,1176.4619637386106,manuj777,1454.0
1.90E+08,radhampaurana,710.0,radha_paurana,1453.0
techbd123,techbd123,1429.0,techbd123,1453.0
may_21,may_21,1614.0,chaudhary21,1453.0
adarsh000321,adarsh000321,1175.6304016830316,adarsh000321,1453.0
nishu112,nishu112,1175.6304016830316,nishu112,1453.0
sushanth,sushanth1999,1175.6304016830316,gupta1999,1453.0
ritik_raj_sharma_09,ritik_09,956.0,ritikrajsharma,1452.0
nayeem_bd,nayeem_bd,1201.0,nayeem_bd,1452.0
siddharthkwani532,siddharthkwani532,1346.0,sid_coder5320,1452.0
player007,player007,1436.0,player007,1452.0
Miran12,miran12,1174.7988396274527,miran123,1452.0
sankalp29,sankalp_29,1174.7988396274527,sankalp_2924,1452.0
mnyplt,mnyplt,1174.7988396274527,mnyplt,1452.0
Yakub_Sadlil_Seyam,yakubsadlil,1174.7988396274527,seyam_sadlil,1452.0
manthan4659,manthan4659,1174.7988396274527,manthan2000,1452.0
PRIYANSHU_21,p.gautam_21,794.0,goatx3o,1451.0
shubh_3,shubh_30,833.0,shubh_3007,1451.0
hamid42,hamid42,839.0,hamid42,1451.0
tamimjdd,tamimwasif,920.0,tamimjd,1451.0
gauravdatt2000,gauravdatt2000,980.0,gauravdatt2000,1451.0
AR,abdur_rahim,1306.0,perfect_man,1451.0
karanjobanputra,karanjobanputra,1477.0,kjobanputra,1451.0
belowthebelt,belowthebelt,1653.0,belowthebelt,1451.0
vaibhav_verrma,vaibhav.verrma,1173.9672775718736,vaibhavverma84,1451.0
Fahad_2240,fahad250,1173.9672775718736,fahad_2240,1451.0
Namanr_21,namanrastogi.coding,805.0,namanr_21,1450.0
Pk_21,pankajkumar21,831.0,pkcoding21,1450.0
apurba_debnath,apurba_debnath,842.0,apurba_debnath,1450.0
pallab99,_pallab_99,983.0,pallab99,1450.0
anjalimanocha30,anjali_manocha,1292.0,nosear,1450.0
shiv4s,shiv4s,1492.0,shiv4s,1450.0
ankitmb125,abhadage,1501.0,ankit_125,1450.0
bhaskarswap143,bhaskartripathi2512,1173.1357155162948,bhaskarswap143,1450.0
mehedi17n,mehedi17n,1173.1357155162948,mehedi17n,1450.0
sumonta056,mr.scrappy,1173.1357155162948,sumonta056,1450.0
Dipongkar,dipongkar,1173.1357155162948,dipongkar97,1450.0
Kritipandey,kritipandey,1173.1357155162948,kritipandey18,1450.0
rajat2502,rajatverma2502,903.0,rajat2502,1449.0
sms556,md_sifat,1018.0,sifat_191,1449.0
R_Square,r-square,1834.0,r_square84,1449.0
Praveen241598,babucoder_praveen2415,1172.304153460716,praveen241598,1449.0
eakub_islam,eakub_islam,1172.304153460716,eakub,1449.0
samshad_ru,samshad.ru,943.0,samshad,1448.0
zweack,zweack,1177.0,zweack,1448.0
ikpappu,istiakpappu,1238.0,istiakpappu,1448.0
G_a_l_a_x_y,c_jack_sparrow,1348.0,g_a_l_a_x_y,1448.0
mat4x,,1171.4725914051369,mat4x,1448.0
vjcp,vjcp,1171.4725914051369,vishaljindal26,1448.0
jahan5477,jahan5477,1171.4725914051369,jahan5477,1448.0
ShivamGarg30304,shivamgarg30304,1171.4725914051369,shivam30304,1448.0
razdeep,razdeep,1010.0,razdeep,1447.0
sachinpl,excavanger,1139.0,sachin619,1447.0
i_m_raju,rajukumarbhui,1200.0,rajukumarbhui,1447.0
azizulhakim_f,azizulhakim.f,1661.0,azizulhakim_f,1447.0
Wasi_Ur,wasiur987,1170.641029349558,wasi_567,1447.0
Emily,emily50,1170.641029349558,emily50,1447.0
jhonsnow456,rukahtnama,1170.641029349558,jhonsnow456,1447.0
Deepak_2000080176,deepak_deepu007,1170.641029349558,dee_2000080176,1447.0
Muallem,avinashvarpeti1,1170.641029349558,avi0798,1447.0
sagor_das,sagor_das,1170.641029349558,sagor_das,1447.0
rohitzerofour,rohitzerofour,1170.641029349558,rohitzerofour,1447.0
ssp3edy,sspeedy,975.0,ssp3edy,1446.0
quazi_adib,exception,1069.0,quazi_adib,1446.0
istiak_sifat,istiakahmedsifat,1417.0,istiak_sifat,1446.0
Z_Rony,cal_cifer,1169.809467293979,z_rony6,1446.0
ak67373,bizarro,1169.809467293979,ak67373,1446.0
jyotikm1801,jyotikm1801,1169.809467293979,jyotikm_1801,1446.0
AlexOp,__shahadat__,1169.809467293979,shahadat_43,1446.0
karansinha,karansinha,1097.0,karansinha,1445.0
shadman_shihab,shadman_shihab,1112.0,shadman_shihab,1445.0
derrick20,derrick20,2100.0,derrick20,1445.0
Samina_01,sloan-saminac,1168.9779052384001,seraphic24,1445.0
Samina_001,sloan-saminac,1168.9779052384001,seraphic24,1445.0
o_panda_o,o_panda_o,1168.9779052384001,o_panda_o,1445.0
pal550,sudipta550,1024.0,sudiptapal550,1444.0
nadimnesar,nadimnesar,1231.0,nadimnesar,1444.0
evalir,evalir,1303.0,evalir,1444.0
IstiaqueShubho,istiaque,1168.1463431828213,istiaque33,1444.0
dhananjaykajla,dhananjaykajla,1168.1463431828213,dhananjaykajla,1444.0
aarafathh,arafath,1168.1463431828213,arafath123,1444.0
avanish981,avanish981,1168.1463431828213,avanish981,1444.0
nile_101,nile_101,1168.1463431828213,nile_101,1444.0
Nahidul_Islam_Sayel,nahidul123,758.0,nahidul_islam,1443.0
sandeep0209,sandeep0209,884.0,sandeep0209,1443.0
Saima_LU,umme_saima,1041.0,ummesaima_18,1443.0
asmita_19,asmitagaurikhan,1045.0,asmita_19,1443.0
YashMnC,yashmnc,1158.0,yashmnc,1443.0
surajnh143,surajnh143,1366.0,surajnh143,1443.0
finvic,finvic,1372.0,arch1902,1443.0
lone__warrior,lone__warrior,899.0,lone__warrior,1442.0
Yamin_Arafat,_yamin_arafat_,1007.0,yaminarafat032,1442.0
mohi07,mohi07,1076.0,mohi07,1442.0
urmy_cse_brur,urmy_cse_brur,1085.0,urmycsebrur,1442.0
nike_97,niketan.nath,1127.0,niketannath,1442.0
Ryuuk,ryuuk,1566.0,ryuuk,1442.0
hitman264,hitman264,1633.0,yashrsharma44,1442.0
amirhamza05,amir_hamza05,1166.4832190716634,hamza05,1442.0
zulqarnayn,target2018,1166.4832190716634,zu1qar99,1442.0
shiva_,shivoham,1166.4832190716634,viren_sureja,1442.0
sparsh27,dear.sparsh,1166.4832190716634,sparsh27,1442.0
Catalyst_71,catalyst71,1166.4832190716634,catalyst71,1442.0
saurabhpanwar992,sarahpanwar992,868.0,saurabh_6399,1441.0
md_al_amin,back_bancher.code,1003.0,md_al_amin,1441.0
nayeem2021,nayeem2021,1022.0,nayeem2021,1441.0
Md_Safiqul_Islam_Nasim,nasimnoob,1066.0,nasim_noob,1441.0
peeyush24,peeyush24,1121.0,peeyush24,1441.0
ayush73,ayush_73,1158.0,ayush73,1441.0
yogesh_1_2,yogesh_nazi,1626.0,yogesh_1_2,1441.0
Jerry2001,jerry2001,1165.6516570160843,ngohongphuc,1441.0
adarshjena02,adarshjena02,1165.6516570160843,adarshjena02,1441.0
dranzer_blaze,dranzer_blaze,1165.6516570160843,dranzer_blaze,1441.0
ashu121,ashu326,920.0,ashu326,1440.0
maityamit,maity_amit_2003,951.0,maityamit,1440.0
mehakc07,mehakc07,1249.0,mehakc07,1440.0
aditya28_221b,adiforluls,1426.0,aditya28_221b,1440.0
The_Wolf_17,code_breaker,1164.8200949605055,abhi_185017,1440.0
IBatJ,ibatj,1164.8200949605055,ibatj7,1440.0
IM_ShanTO,imshanto,1164.8200949605055,im_shanto,1440.0
Vishal__25,vishal_25,1164.8200949605055,vishal2222,1440.0
Asiful,__asiful_sourav__,1164.8200949605055,asifu201,1440.0
maksudalamrony,maksud_alam_rony,1031.0,nr56,1439.0
nitishniraj4472,nk0183828,1182.0,nkniraj_12345,1439.0
NadmanKhan,nadmankhan,1438.0,nadman_khan,1439.0
Asif_Watson,asif_watson,1501.0,asif_watson,1439.0
ananthv,ananthvasanth,1163.9885329049266,ananthv,1439.0
nishee0521,nishee0521,1163.9885329049266,nishee0521,1439.0
shuhag7613,chandler970,985.0,fumikage,1438.0
imabhi786,imabhi786,1209.0,imabhi786,1438.0
akshaykumars10,akshaykumar97,1313.0,akshaykumars10,1438.0
joydip007x,joydip007x,1337.0,joydip007x,1438.0
rajrk2024,rajesh.raj2356,1163.1569708493475,rajrk2024,1438.0
MewAtomic,mewatomic,1163.1569708493475,mew_atomic,1438.0
manasa_manu,manasa_manu,1163.1569708493475,manasa_manu,1438.0
The_An0rack,an0rack,352.0,an0rack,1437.0
attttt,imcomparable_17,578.0,atttt,1437.0
ay_mon,uzumaki.d.aymon,901.0,raiju,1437.0
hmnsh_sngh,hmnsh,1032.0,lelouch1995,1437.0
ashish1936,ashishpatna1936,1128.0,ashish7542,1437.0
vtnahve_09,dushman1029,1150.0,kgkarode930,1437.0
neel1603,tukai,1173.0,neel1603,1437.0
lazyakshay,lazyakshay,1261.0,lazyakshay,1437.0
Scientificuber,scientificuber,1283.0,scientificuber,1437.0
sukhad,sukhad.anand,1294.0,sukhadspoj,1437.0
smehedi,c1mehedi,1333.0,chefmehedi,1437.0
jakir_sust,jakir_sust,1462.0,jakir_50,1437.0
syed_jafrul,syed_jafrul_husen,1162.3254087937687,syed_jafrul,1437.0
mahfuz007,sparrow,1162.3254087937687,mahfuz007,1437.0
manik_59,manik_59,1162.3254087937687,manik_59,1437.0
7ashish7,77ashish77,1162.3254087937687,ashish_7777,1437.0
IMON193066,imon193066,1162.3254087937687,imon193066,1437.0
vivtej_411,vivekteja4,1162.3254087937687,vivtej411,1437.0
sonu_2462,hpc2462,831.0,sonu_2462,1436.0
m_10984,m_10984,939.0,manilal_1084,1436.0
puneeth_rdy777,puneeth321,967.0,puneeth321,1436.0
a007k,a007k,990.0,a007k,1436.0
jaspreetsingh145,jaspreet_singh.,1067.0,jaspreet145,1436.0
dnhirapara,dnhirapara_,1287.0,dnhirapara,1436.0
shawon_majid,shawon.majid,1317.0,shawon_majid,1436.0
coder_handle,coder_gautam,1389.0,gautam001,1436.0
akarsh22,akarshkatiyar2016,1161.4938467381896,akarsh2003,1436.0
kittu_7112000,kittu_7112000,1161.4938467381896,kittu2000,1436.0
silliePy,harshitt_07,1161.4938467381896,harshitt_07,1436.0
king_juno,king_juno,831.0,king_juno,1435.0
DeathcallXD,deathcallxd,929.0,deathcall_xd,1435.0
17sanjana,17sanjana,1256.0,sanj17_ana,1435.0
abhishekvr12,abhishekvr12,1348.0,abhishekvr12,1435.0
lovecode_ap07,lovecode_ap07,1160.6622846826108,runcode_ap07,1435.0
Deadly_Smile,deadly_smile,1160.6622846826108,serious_noob,1435.0
hey_there_hi,aramun_haesulla,1208.0,rausnk,1434.0
ezaz_nitd,ehs025,1159.830722627032,ezaz21025,1434.0
aarkayfk,nam_gyu_mania,1159.830722627032,rausnk,1434.0
Tasnim_Meem,tasnim_meem,1159.830722627032,merida_meem,1434.0
unknownSK,unknownsk1504,1159.830722627032,suryatibrewal,1434.0
Bench_warmer1007,hmankodiya,873.0,hmankodiya,1433.0
sowmik_sec,ahsan_habib_sowmik,940.0,habib_sowmik,1433.0
harshmetkel24,harshmetkel24,1142.0,harshmetkel24,1433.0
AR_RAHAT7,ar_rahat7,1188.0,ear_7,1433.0
saiham,saiham,1213.0,coderabi,1433.0
Riaj_Uddin345,_hridoy,1493.0,riaj123,1433.0
kamrul1157024,kamrul1157024,1158.9991605714529,kamrul1510054,1433.0
SagarBarman,noob_sagar,1158.9991605714529,noob_sagar,1433.0
riju_03,tamal03,711.0,riju_03,1432.0
Oyshik,oyshik_ict,870.0,oyshik_123,1432.0
raj10361,raj10361,1277.0,raj10361,1432.0
vbv_2312,vbv2312207,1299.0,vbv2312,1432.0
mriganga_10,mriganga_10,1618.0,mriganga_10,1432.0
johnjq,johnjq,2003.0,johnjq,1432.0
sasank_varma,sasank_varma,1158.167598515874,sasank_2506,1432.0
Harshezi,harshezio,1158.167598515874,harshezi,1432.0
Faisal_Al_Mamun,faisal_al_mamun,1134.0,faisal1996,1431.0
guptaayushi9,guptaayushi9,1183.0,guptaayushi9,1431.0
cs018_aishwarya,cs018_aishwarya,1212.0,cs018_aishwary,1431.0
short_circuit01,64_bits,1157.336036460295,short_circuitm,1431.0
Tumatij,tumatij,1157.336036460295,tumatij,1431.0
2.00E+09,,1157.336036460295,klu_2000031514,1431.0
human04093,rumman93,961.0,human04093,1430.0
the_annoying_,the_annoying_,1112.0,the_annoying_,1430.0
Lance_HAOH,lance_haoh,1242.0,lancehaoh,1430.0
Diwanshu885,diwanshu885,1250.0,diwanshu8850,1430.0
sabbir_bd,sabbir_alam,1316.0,sabbir_alam,1430.0
sditi_ahreya,shre_yaaa,1617.0,ad1t1_10,1430.0
aquatiko,rohit970819,1156.5044744047161,aquatiko,1430.0
sajal193,sajal193,966.0,sajal193,1429.0
pikkupr,pikkupr,988.0,pikkupr,1429.0
aizen,danyaizen,991.0,dany13,1429.0
ARFprince,arfprince,1000.0,arfprince,1429.0
rimram,munns,1298.0,krab,1429.0
rubick,rubick,1357.0,rshantanu,1429.0
mdmub0587,md.mubasir,1409.0,mdmub0587,1429.0
yuvi2701,yuvi2701,1155.6729123491373,yuvi2701,1429.0
noob_coder999,ankit_reigns999,1155.6729123491373,ankitreigns999,1429.0
raghav_vasdeva123,,1155.6729123491373,raghavvasdeva,1429.0
arittra51,arittra202,788.0,avishek_201,1428.0
anand_9,anand_9,1210.0,anand_9,1428.0
altair94,altairashish,1249.0,altairashish,1428.0
arpit_1211,arpit_1211,1465.0,arpit9667,1428.0
mshokry10,mshokry10,1529.0,mshokry10,1428.0
dgcnz,dgcnz,1632.0,dgcnz,1428.0
Kumaramit,a_continuum,1154.8413502935582,kumaramit2000,1428.0
anjali1410,anjali1410,1154.8413502935582,anjali1410,1428.0
Manya_1802,,1154.8413502935582,manya_1802,1428.0
tpmsh,tpmsh,1154.8413502935582,tpmsh,1428.0
VarunJ,varunj,1154.8413502935582,varun_nsit,1428.0
Shivang530,gamer_shivang,402.0,gamer_shivang,1427.0
hola_ms,hola_ms,1006.0,hola_ms,1427.0
MirnaMuhammad98,justmonika,1584.0,mirna98,1427.0
krishnayadav,krishnayadav1,1154.0097882379794,krishnayadav1,1427.0
Tharianthomas467,,1154.0097882379794,tharian123,1427.0
llxSKyWALKeRxll,llxskywalkerxll,1154.0097882379794,llskywalkerll,1427.0
Z3R0_DAY,z3r0-day,845.0,nabil_47,1426.0
warhammer327,warhammer327,848.0,warhammer327,1426.0
Rahul0007,rival_r,875.0,crystal_code1,1426.0
tao73bot,__taohid,994.0,tao73bot,1426.0
RafayethRafi,rafayethrafi,1047.0,rafayeth14,1426.0
12241,kusm,1408.0,lalka,1426.0
emrulk1,undefinedderivative,1153.1782261824003,emrulk1,1426.0
RohanPark,rohan_park,1153.1782261824003,rohan_prakash,1426.0
roshan_kr1998,roshan_kr1998,1153.1782261824003,roshan_kr1998,1426.0
VishalRai2002,raivishal261252,880.0,vishalrai2002,1425.0
nirjhor_n1,ahmadnirjhor,907.0,nirjhor_n1,1425.0
tanjiraj,tanjiraj,1052.0,tanji_raj,1425.0
Eisenheim_kakarot,eisenheim_kakarot,1380.0,wasifsadaf,1425.0
rising_entropy,rising-entropy,1152.3466641268215,rising_entropy,1425.0
my_codes,double-agent,1152.3466641268215,asad_limit,1425.0
sachin_8720,sinu93065,1152.3466641268215,sachin_soni,1425.0
sam01,sameeksha01,1152.3466641268215,sam_321123,1425.0
supershivam13,supershivam503,1152.3466641268215,supershivam13,1425.0
Hiren_xx,hiren_xx,723.0,hiren_345,1424.0
karan_1244,karan_1244,778.0,karan_1244,1424.0
rajat_jain21,rajat_jain,927.0,rajat_jain,1424.0
Ddshotaman,ddshotaman,961.0,ddshotaman,1424.0
SaFayeT_RaFi,safayet_rafi_26,1144.0,safayet_rafi,1424.0
maratha,maratha,1160.0,ajay_35,1424.0
Youssef_Ali,youssef_ali,1196.0,youssef_ali,1424.0
masudur_rahman,masudur_rahman,1355.0,masudur_rahman,1424.0
amanydv,amanydv20,1151.5151020712426,aman3231,1424.0
dn,dnverma,1151.5151020712426,dnv1,1424.0
hacke_r,dnverma,1151.5151020712426,dnv1,1424.0
mohibur_cou,mohibur_cou,1071.0,mohibur_cou,1423.0
Dr_Beast,_one_for_all_,1220.0,shinigaami,1423.0
anshmn,anshumann,1807.0,anshmn,1423.0
joseacaz,joseacaz,1150.6835400156635,joseacaz,1423.0
durbin,durbin,1150.6835400156635,durbin,1423.0
charitha_2016,charitha_2016,861.0,charitha_2016,1422.0
mystery,mystery27,1035.0,shubham_2797,1422.0
Angsuman,angsuman,1264.0,bengali_ragnar,1422.0
architgoku13,archit_13,1319.0,architgoku13,1422.0
realyogendra,realyogendra,1473.0,realyogendra,1422.0
KishoreBabu,anonymousamigo32,1149.8519779600847,anonymousamigo,1422.0
Tanvir_Ahmmad,tanvir_ahmmad,1149.8519779600847,tanvir_33,1422.0
tejas_512,tejas_soni512,1149.8519779600847,tejas_ranpara,1422.0
Old_Kernel,geraltofrivia,1149.8519779600847,array_,1422.0
ashiknur,ashiknur,1400.0,ashiknur,1421.0
Sricharan16,charan007,1149.0204159045056,vsricharan16,1421.0
tejas.pandey,tejas.pandey,1149.0204159045056,pandeytejas,1421.0
md_tasrik,md_tasrik,1149.0204159045056,md_tasrik,1421.0
fatalprodigy,fatalprodigy,1149.0204159045056,fatalprodigy,1421.0
true_saiyan,true_saiyan,1149.0204159045056,ayush571995,1421.0
sschakraborty,sschakraborty,1149.0204159045056,sschakraborty,1421.0
piyush4542,piyush4542,1149.0204159045056,piyush4542,1421.0
mjay4,mjay4,1149.0204159045056,mjay4,1421.0
singhmolly,singhmolly,1149.0204159045056,singhmolly,1421.0
immortal_18,immortal_18,874.0,im_mortal_18,1420.0
trq856,trql,884.0,trql,1420.0
ajoysrju,void_main,1053.0,ajoy_28_384,1420.0
suyash2702,h00die,1246.0,suyash2702,1420.0
debajit_15,debajit_15,1564.0,debajit_15,1420.0
hordoya99,oijjiedji,1148.1888538489268,introvert99,1420.0
SadrulToaha,sunwalker.,1148.1888538489268,sunwalker_,1420.0
Prashant6532,prashantjagtap6532,1148.1888538489268,prashant096,1420.0
mankadnandan,mankadnandan,1148.1888538489268,mankadnandan,1420.0
ushakiran_m,,1147.357291793348,ushakiran_m,1419.0
18jad,18jad,799.0,jadyh,1418.0
nishant_13763,nishant_b190427cs,858.0,nishant_14763,1418.0
avanik,avanik,904.0,avanik_1,1418.0
vasanthgk02,vasanthgk02,976.0,vasanthgk02,1418.0
Nazmul_HSTU,nazmul,1005.0,nazmul_moon,1418.0
shilwant,shilwant,1023.0,shilwant,1418.0
Ajij120386,i_am_eating_tle_and_wa,1087.0,ajij120386,1418.0
senshi2504,nbz_11,1270.0,nick_007,1418.0
abdulhalimchy,smooth_hunter,1146.5257297377689,abdulhalimchy,1418.0
drifter,drifter_kabir,743.0,drifter_pust,1417.0
frog_20,goldeneye534,763.0,darkhorse_2064,1417.0
ringku_,ringku_,1035.0,ringku_1,1417.0
uniquecoder,therealharish,1145.69416768219,uniquecoder69,1417.0
Habib,imhabib,1091.0,habib_001,1416.0
ashrafulparan,ashrafulparan.,1185.0,ashrafulparan,1416.0
shivam_mnnit,shivam_mnnit,1221.0,excep_handler,1416.0
mitchell7970,absinthe,1426.0,mitchell7970,1416.0
shubhamsingla,singlashubham957,1514.0,shubham957,1416.0
lone_wolf,lone.wolf_,1144.862605626611,yankee16,1416.0
Deepanshu_ch,devilxfiero,1144.862605626611,devilx_07,1416.0
sanjeev30798,sanjeev_30798,1144.862605626611,ksanjeev98,1416.0
ChanKat,chan_06,1144.862605626611,katy_kat,1416.0
jeetu182370,jeetu182370,730.0,jeetu_182370,1415.0
Harry_30,harry_30,1316.0,dikshit030,1415.0
